,price
23927,80
21831,275
1817,68
41104,40
47092,120
45899,195
26874,60
30827,65
16244,200
203,105
23782,70
39222,250
19884,110
23622,50
5712,150
22140,130
11079,85
498,100
8778,100
8423,110
29522,200
29161,50
46539,199
19106,45
24583,45
27806,60
47030,250
14871,145
46838,48
11990,100
21046,200
33192,120
5081,150
38735,275
1471,127
26231,129
28678,85
31265,130
35464,25
25476,170
6265,250
27168,145
10788,140
47486,35
42251,199
8969,80
30113,80
5150,99
29519,225
34079,72
29843,150
16870,41
36240,149
37005,70
26257,50
24862,160
38178,111
13492,125
31113,165
1745,95
14495,160
12786,125
48128,150
6827,200
23144,49
30649,205
46519,225
5110,125
25110,99
36685,39
17494,200
27892,125
43187,260
40512,100
48532,65
20618,215
2918,90
41439,221
41302,180
20602,119
42276,35
9338,97
45446,50
11209,250
7239,160
1786,250
29337,60
34436,90
29267,160
8716,150
18633,50
21761,125
46312,165
29772,100
1216,250
38258,134
13249,150
24262,100
1085,139
28117,50
12175,150
7551,78
46083,150
24930,75
34355,46
12074,285
25619,69
7649,65
17458,85
13716,66
6324,95
4179,200
35652,99
7400,38
4245,120
11276,88
17915,189
22008,230
1079,59
26237,45
33960,135
37354,75
7715,260
7032,65
35207,74
15593,98
37694,140
32142,45
20862,100
42901,51
48244,65
6272,150
23387,125
837,125
22594,80
6968,120
20035,99
17519,150
30351,43
21035,49
22384,81
16146,180
28650,40
8191,280
1117,70
12809,45
5854,69
45447,32
35501,150
9275,80
40951,89
44728,100
19589,90
13750,37
36893,200
39725,100
710,95
6221,55
28033,185
2469,99
16460,60
29617,120
12005,149
5396,165
46949,178
20300,169
35064,190
32184,150
15002,75
8136,37
3250,180
41056,225
38057,30
12168,39
46775,120
22351,134
1906,107
21545,49
34891,80
28832,40
25432,89
28597,69
34127,158
1651,99
3242,140
19467,87
3468,60
24950,137
37093,20
33854,69
46268,60
5953,146
41727,180
30136,245
3865,250
14707,61
40556,165
33282,120
2838,45
12979,90
48468,180
5615,200
16903,105
42754,75
44346,247
14802,220
32193,180
28824,50
1083,50
18358,150
45067,70
41112,60
2852,142
39828,200
34361,50
9694,120
27105,230
4360,240
16900,120
27827,75
24092,90
31311,70
41747,202
21584,65
34862,175
15351,85
35684,110
18828,199
33665,44
13418,35
5100,119
7298,195
20928,69
27031,199
4622,175
38652,42
2443,41
8836,50
30145,125
25389,100
24411,140
14916,65
4928,70
10564,37
44248,80
5978,120
28466,80
20911,25
41564,200
34098,140
34989,40
15797,110
36686,195
34286,100
36020,65
13622,65
36153,325
19949,149
39642,45
41384,194
38048,75
26931,90
11613,125
2099,250
23031,62
38603,79
43766,35
42568,64
47675,129
3359,189
10045,72
19713,300
1950,195
8526,240
40889,37
21250,200
45295,55
39860,32
23036,222
17852,50
21228,98
26028,150
36558,48
39136,211
4138,53
47513,85
20783,190
9844,120
3565,60
30768,48
3961,129
25694,79
2586,65
22247,45
48785,260
37556,160
10140,149
9082,250
5653,170
25301,250
5996,169
13115,180
22285,100
44860,150
19252,38
30213,49
36384,70
15387,80
2423,103
9304,200
48414,39
21204,130
6015,45
583,75
9990,150
22469,48
16644,172
37399,189
22115,75
46521,85
43265,250
3412,40
48061,172
9725,130
30117,80
30736,300
9280,125
1140,142
45104,150
39982,35
38036,135
9838,140
23562,50
25702,75
18410,249
20256,210
7647,110
42678,85
32608,65
45989,250
32497,115
14006,75
28332,90
2691,300
47638,87
39177,120
32263,40
44747,199
39426,80
20312,75
43513,69
18474,80
40999,250
15872,300
24365,155
24715,200
48308,195
34714,299
30449,70
7082,85
639,200
3087,81
31115,65
9589,189
7135,70
28050,119
48228,150
10563,75
18738,48
13441,95
30016,95
45532,75
2715,59
6633,90
42730,125
33954,125
19058,85
37849,80
45468,219
1438,61
46689,67
20832,100
37003,149
45001,100
46012,180
36043,280
20581,100
39792,235
10032,175
15048,239
15220,65
35945,50
25663,47
15482,150
35279,170
30369,150
20990,60
22683,195
43824,300
31428,37
19563,50
45951,194
26165,200
7159,126
42764,199
14950,55
46231,46
44216,164
6161,247
31638,100
19693,125
18364,40
14790,46
37473,125
19561,200
36832,230
43809,100
9928,199
12277,41
13546,275
22246,50
14893,135
23745,39
41033,41
34378,50
30030,80
13510,62
4865,199
28944,120
37610,60
34816,86
30950,124
22653,125
38651,80
31332,175
23570,53
16252,60
19189,80
23687,135
20138,49
16727,97
19979,99
29930,250
746,85
10573,205
14599,250
3475,150
10092,48
18079,90
23593,145
34241,165
10919,80
13151,130
15258,54
28747,59
37550,85
28027,120
1628,133
22878,40
7594,165
47628,50
11830,70
9624,90
33941,280
23605,300
36651,155
30278,225
17717,215
31909,150
37756,250
46477,125
8265,88
43904,40
33024,100
41993,93
6999,100
3039,185
23898,77
2569,80
38481,45
11805,108
15612,200
632,100
28393,95
35903,130
14107,110
35824,63
35563,60
12734,46
46092,30
7589,40
34695,70
1050,55
25021,89
23789,100
48513,75
34102,65
17491,120
36387,84
26493,100
44624,90
38604,70
18409,90
22262,108
12598,139
18368,75
35707,99
19364,98
8263,65
36077,39
6459,48
40057,35
2608,175
1972,125
20288,30
42180,123
3573,170
41397,125
36548,89
24578,135
17483,75
45239,35
28142,75
34838,150
47951,168
34010,185
23195,315
43787,150
38046,115
40453,120
24339,100
40037,145
40051,150
2996,260
27399,50
45398,43
39066,120
36194,100
46854,38
39577,150
32362,150
8593,75
9376,99
20275,80
19150,321
7862,109
35301,225
47880,100
14303,250
15309,225
31125,220
9424,55
37960,75
5405,75
44879,50
41461,218
46922,100
8334,59
34329,80
5862,120
39628,75
29721,125
12135,155
8229,89
43600,60
45146,97
32368,220
25502,140
29256,225
4392,270
41632,159
47893,69
42509,117
11367,165
6710,90
24229,50
45620,55
16101,199
22072,68
8396,115
5366,145
28129,200
8840,140
11026,200
39040,100
4861,56
40164,48
36332,50
37008,130
5824,195
38437,100
4403,135
38214,50
30718,227
31665,125
37396,50
29044,70
11802,139
14000,89
38990,264
14767,133
32387,165
7355,134
29313,190
416,185
11774,200
8707,199
22319,150
42187,85
16485,129
24329,120
39505,100
42532,68
1947,99
25819,49
32962,98
29508,75
12636,113
43488,65
21413,115
28901,30
31955,200
3857,100
31808,130
44169,250
46223,42
1334,195
27385,69
38368,125
12,89
16600,100
42042,37
20034,84
12668,100
48208,300
525,215
32844,250
36459,175
36172,60
20369,99
10345,95
13505,40
37357,41
14318,117
8023,40
47557,190
35743,84
7359,60
33758,68
24351,101
23497,300
10829,199
9411,125
33440,110
27813,60
14814,150
29841,60
17264,129
34226,40
6253,160
17163,165
22503,35
45693,125
30800,240
46902,250
7483,120
34221,155
12654,140
16145,45
46904,35
39328,240
1081,99
693,125
35521,150
45677,85
20151,150
6418,60
34755,70
23506,52
2519,144
38930,100
8755,50
34751,165
21245,200
41593,140
10004,120
10477,70
33877,40
28731,70
30422,110
12873,165
9861,45
28985,130
505,107
13287,57
4819,180
41941,225
32720,275
34235,87
19550,200
3183,59
14580,84
9103,130
39135,175
14267,70
17162,145
5859,200
24933,110
30370,110
18305,245
4410,159
22156,250
36463,80
34692,130
8970,200
35778,95
16211,238
21795,100
32330,245
34193,100
38993,101
9968,65
39287,50
32431,160
18908,75
14518,60
30973,80
36410,240
18687,120
6458,70
8712,52
40658,60
31821,104
38907,295
7805,300
23692,115
36595,100
40340,45
48332,69
8808,150
43126,125
48529,269
12115,125
12382,51
42618,250
28999,60
27323,90
34999,300
28631,250
44705,150
38349,200
34721,124
36689,70
20280,45
28586,83
27808,65
45948,177
30442,250
25192,120
17996,150
7449,100
27340,31
10484,130
29194,37
19694,182
11875,70
7287,170
19119,80
38269,179
39376,80
28106,70
3502,139
7292,200
14885,120
43405,219
25483,49
21781,195
19414,250
21061,100
40899,132
42682,80
22769,207
35955,250
677,199
36393,45
36444,150
39953,35
10591,195
18571,40
4214,95
10064,79
39149,37
23307,75
31608,175
21600,60
43844,40
18415,30
11031,330
42067,100
11835,100
34027,140
16942,150
46184,65
25157,55
41443,300
38663,42
48380,99
2022,47
12547,150
14848,95
43845,60
11807,75
16779,180
2530,299
44592,217
45657,117
44354,195
26305,80
14219,90
18196,159
29877,200
47792,299
8621,89
46439,332
13888,99
29723,90
33721,98
36975,190
31744,65
26013,211
35904,150
46254,100
34707,160
23230,150
10635,200
14354,125
40730,250
42592,60
2723,150
45972,123
10014,100
41264,250
5669,67
18768,295
22562,70
34846,60
34913,125
32636,110
928,140
47833,200
5979,198
22989,120
3391,100
33613,255
128,70
35746,65
46256,229
21758,45
7606,240
12917,60
20180,200
21109,77
29430,80
41512,64
1818,185
6391,115
34979,105
27983,159
40745,50
10881,300
41071,160
3978,152
33116,175
16434,300
13683,204
19337,65
40155,210
4262,179
15565,80
39111,250
39464,35
11962,165
38098,225
47795,299
3998,63
48594,200
47685,63
3647,79
27149,129
27329,95
24293,90
4501,50
9474,89
24320,40
41048,275
16312,250
26371,225
28282,85
1993,62
18100,151
14843,59
11172,50
46076,250
14279,50
24420,48
26554,115
30295,68
32402,150
10039,61
27056,195
16517,171
21623,103
25574,60
33942,33
39560,200
28908,85
24255,63
37613,95
43969,120
25228,144
45658,250
29018,129
27916,61
6198,40
14203,40
14559,75
9936,45
32745,80
15718,170
46836,48
46271,79
8062,95
18117,131
14690,75
4068,30
5937,175
19280,300
22950,59
29680,49
12684,45
3169,58
42358,42
36150,96
17473,199
4631,200
45739,180
44885,55
1582,79
25314,59
42324,90
33680,165
26141,75
4910,210
43206,65
38960,50
44244,60
38166,306
19864,190
17288,90
33666,75
6817,82
7246,65
44522,130
153,115
26466,129
26251,60
31673,44
20746,89
48116,56
32565,325
31333,85
10642,120
9500,120
29498,50
7043,83
2350,190
17193,125
24249,75
47057,187
7915,179
29853,140
11669,55
16128,50
22100,65
22026,51
13568,115
36641,120
48086,130
3387,300
14660,40
19810,65
4942,95
42991,110
34325,120
5722,90
45434,190
20363,68
28813,65
17212,60
17813,200
14783,180
43000,59
28758,50
19574,95
35209,300
4917,159
48036,120
44111,60
4985,120
33511,65
38424,150
11436,41
10644,80
5289,75
21257,195
46563,305
11679,145
44209,59
9323,45
37525,250
17380,110
26304,85
48618,80
45796,245
36342,100
9690,150
28511,45
4208,55
33227,60
35390,239
1822,55
46464,42
32526,90
15941,280
20986,56
16298,57
4093,70
30457,65
5236,85
22481,90
1059,189
1155,220
9518,300
4210,200
28354,120
47396,300
9997,95
10522,75
33998,38
38649,195
37882,75
43142,38
27804,300
5424,81
21009,35
35175,60
14387,160
16105,95
39568,122
19094,150
10614,120
12219,125
7779,61
44722,270
14121,150
5056,170
16668,40
4845,150
46177,65
44010,150
38700,312
10892,35
646,180
33897,59
34672,100
533,50
24919,125
3257,85
21295,49
22086,50
39865,230
3945,130
25660,115
5254,260
21258,175
6130,225
27764,145
32599,100
21435,125
310,110
32687,190
16797,65
39862,32
8902,125
4412,39
44071,68
39416,180
9728,100
36230,125
29470,230
23810,80
11041,172
6518,33
1942,289
12361,160
34179,275
31025,80
47847,47
11229,98
26681,175
32208,169
38131,151
34011,104
40458,100
23002,200
25152,99
8083,85
32340,60
48830,199
41502,75
3586,300
13444,45
16152,170
8825,130
12216,159
35080,61
43435,50
2977,195
36518,40
38074,150
30362,65
11959,100
16947,40
44890,60
30324,100
34291,43
21202,200
6905,155
46970,50
10019,175
41023,199
17152,295
31173,120
18886,52
15486,150
39465,37
4401,210
40784,250
16294,75
44430,215
32930,85
43391,175
48120,200
32940,100
37990,110
47011,70
46056,45
13992,199
34096,100
6380,69
34640,100
14114,33
40278,50
12748,45
36472,130
16964,119
12585,200
21155,44
9133,150
6140,100
14617,55
27219,143
9584,130
2767,299
23333,150
5450,129
12662,280
7075,90
23748,120
11445,189
43240,171
17069,210
41488,150
14464,80
33365,84
46876,299
37042,74
18597,60
20139,65
5327,80
10629,150
7070,100
3207,79
17311,55
21519,80
19002,51
3452,110
12250,150
32514,54
6970,240
25322,40
19194,68
42040,95
9828,90
23883,274
10584,52
45281,86
30226,165
2936,115
13529,250
38781,302
33702,60
22629,180
4313,125
14974,60
17084,125
17709,150
18891,88
8313,60
35325,175
7885,225
7176,135
19985,35
42148,60
20436,55
33320,45
10329,80
6410,60
23763,100
2037,50
22306,120
12956,80
33829,150
24835,199
43540,236
6801,45
42544,75
40115,65
19709,44
4206,95
18928,99
26869,200
45980,90
33416,55
6223,129
7533,35
28355,60
43155,70
18988,95
5982,248
18469,149
15157,160
14064,125
17845,275
16018,115
10782,60
13856,65
19813,89
5918,149
38840,51
2647,125
34362,52
25209,63
29706,40
41312,96
41538,77
3139,100
32749,250
21841,75
36232,57
24462,170
47545,190
3652,55
14503,118
37886,175
11059,228
47596,225
11861,300
29086,60
29316,44
34178,70
21870,250
29109,190
11305,75
28835,90
4337,325
45215,115
28042,120
23135,50
33708,220
8667,177
26802,52
9,150
37574,60
23714,98
6123,225
20707,230
30913,148
6833,180
1391,200
20981,159
17978,119
45283,255
47458,198
16936,157
11134,115
17583,175
29765,73
4805,39
27751,96
43096,95
44836,79
16223,199
45964,70
3074,185
19267,100
15269,84
12879,185
522,99
27782,35
26958,36
35419,143
37589,200
8974,75
19825,100
4302,155
37116,44
6395,230
44386,155
19074,65
40588,225
5482,140
45298,40
37429,150
18893,78
36927,75
4604,125
38871,25
21664,47
972,99
6706,100
46120,55
3805,135
8645,52
30516,140
13665,55
22079,90
3787,250
22524,65
36011,70
13427,42
21319,159
19457,65
43259,250
27994,50
29917,50
45263,250
42019,109
25470,70
38795,317
37230,55
10334,120
23914,152
32559,235
19850,169
38820,47
2289,189
15011,40
22231,157
1887,63
10298,175
2696,138
21843,115
2348,140
37676,55
43352,40
11003,70
37293,199
24766,170
34207,70
20355,135
46469,109
48274,250
19997,265
42319,135
25274,60
7731,159
23137,44
8698,130
10751,67
20349,128
44493,239
33284,80
43123,65
16605,45
14517,135
43407,289
38117,250
38471,65
42583,168
21120,89
21195,50
2406,85
13319,150
8894,59
39603,120
936,60
8211,120
41618,40
30777,110
1546,78
17748,85
12521,260
19907,200
48158,185
5806,150
16841,80
31995,120
36041,99
11334,50
46081,160
17795,200
47710,67
37268,99
37391,298
1918,75
6837,59
28998,105
46462,250
30677,150
13034,100
19556,186
36991,90
46551,249
43378,85
10599,180
36086,53
8071,100
26502,100
48254,50
36512,80
39527,120
19871,125
25417,90
44861,49
14753,34
34609,106
31457,33
43569,215
25839,110
10959,250
14643,50
32699,95
1162,85
41681,49
38386,90
28915,110
26793,83
2116,100
22209,95
15931,150
31018,70
24642,44
42983,70
45847,118
16912,200
20440,166
38394,300
20570,170
5037,192
28218,50
23495,220
35658,65
47420,48
20320,90
1094,100
12516,31
22484,250
21538,40
7788,125
11659,95
15953,50
25307,199
10152,70
31812,70
7542,160
2032,165
3264,97
30061,200
45260,50
24227,275
6932,50
5044,50
47549,190
36769,66
12301,110
22297,40
44992,100
2039,100
21682,275
39669,240
12860,200
7556,129
29809,65
5433,120
43780,99
16409,85
10805,180
25785,225
17846,100
5425,190
40482,125
40111,45
35737,100
17027,115
39018,43
6063,325
4429,200
12435,220
33420,44
135,115
39218,150
13819,67
12754,50
18240,189
21603,50
24188,85
8354,150
4221,78
27765,50
21303,82
32166,50
20674,279
28701,189
43508,130
27297,49
48880,120
28575,200
5055,125
19114,65
35583,75
41495,215
6138,100
42281,135
17966,90
16077,40
40757,250
4133,40
45388,200
23873,85
38579,56
